run,roc_auc,mean_auc,std_auc
0,0.8511554289332067,0.8530035291455782,0.03146902338124113
1,0.8370002514458135,0.8530035291455782,0.03146902338124113
2,0.8639012896825397,0.8530035291455782,0.03146902338124113
3,0.8523747637051039,0.8530035291455782,0.03146902338124113
4,0.7970149253731343,0.8530035291455782,0.03146902338124113
5,0.8326022952592681,0.8530035291455782,0.03146902338124113
6,0.9103227682465832,0.8530035291455782,0.03146902338124113
7,0.9008046266029672,0.8530035291455782,0.03146902338124113
8,0.8518984158913754,0.8530035291455782,0.03146902338124113
9,0.8329605263157894,0.8530035291455782,0.03146902338124113
