run,roc_auc,mean_auc,std_auc
0,0.7100348211459323,0.7163195346124045,0.025434849401617145
1,0.7143575559466936,0.7163195346124045,0.025434849401617145
2,0.7176339285714286,0.7163195346124045,0.025434849401617145
3,0.6857277882797731,0.7163195346124045,0.025434849401617145
4,0.6904809286898839,0.7163195346124045,0.025434849401617145
5,0.7490236135312143,0.7163195346124045,0.025434849401617145
6,0.774585635359116,0.7163195346124045,0.025434849401617145
7,0.7022881569021875,0.7163195346124045,0.025434849401617145
8,0.703733970329394,0.7163195346124045,0.025434849401617145
9,0.715328947368421,0.7163195346124045,0.025434849401617145
