x_center,y_center,box_length,score
1003.0,976.0,26.0,0.6582986116409302
476.0,295.0,61.0,0.6312322020530701
577.0,141.0,27.0,0.6307128071784973
547.0,85.0,31.0,0.628048300743103
807.0,464.0,45.0,0.6105728149414062
542.0,907.0,48.0,0.606867253780365
141.0,358.0,43.0,0.603712260723114
735.0,523.0,35.0,0.6005458831787109
905.0,993.0,42.0,0.5972567200660706
655.0,40.0,67.0,0.5958759784698486
320.0,355.0,35.0,0.586141049861908
660.0,214.0,32.0,0.5857787728309631
751.0,646.0,46.0,0.5770670175552368
50.0,799.0,35.0,0.5712816119194031
585.0,628.0,48.0,0.5700861811637878
40.0,241.0,50.0,0.566076397895813
600.0,699.0,24.0,0.5643717050552368
383.0,118.0,24.0,0.5632944107055664
891.0,875.0,31.0,0.5573222637176514
821.0,873.0,31.0,0.557242214679718
197.0,145.0,32.0,0.5559636950492859
724.0,612.0,37.0,0.5551102757453918
594.0,424.0,25.0,0.5519286394119263
301.0,163.0,32.0,0.5510973930358887
746.0,451.0,48.0,0.5510896444320679
363.0,723.0,36.0,0.5487889051437378
975.0,769.0,48.0,0.5486502051353455
571.0,855.0,50.0,0.5459902286529541
854.0,707.0,90.0,0.5456985831260681
680.0,580.0,29.0,0.545326828956604
707.0,472.0,53.0,0.5402651429176331
798.0,633.0,63.0,0.5384572148323059
207.0,849.0,35.0,0.5370783805847168
914.0,634.0,35.0,0.5358395576477051
298.0,955.0,27.0,0.5352899432182312
862.0,611.0,53.0,0.5324663519859314
302.0,125.0,35.0,0.5281976461410522
365.0,853.0,26.0,0.5239116549491882
557.0,538.0,29.0,0.5224800109863281
649.0,505.0,48.0,0.5222389698028564
52.0,751.0,21.0,0.5199368000030518
614.0,468.0,29.0,0.515265941619873
888.0,62.0,45.0,0.5143529176712036
352.0,186.0,50.0,0.5127803087234497
700.0,992.0,29.0,0.5110927820205688
729.0,580.0,27.0,0.5103665590286255
766.0,572.0,45.0,0.5086647272109985
160.0,791.0,29.0,0.5071642994880676
872.0,828.0,23.0,0.5068462491035461
351.0,118.0,19.0,0.5042306780815125
645.0,699.0,37.0,0.5015491843223572
547.0,712.0,45.0,0.5014711022377014
716.0,765.0,56.0,0.5006018877029419
