Decanoic acid,Decanoate,Decylamine,Decyltrimethyl ammonium bromid,Decyl sodium sulfate,Decanol,Glycerol monodecanoate
0.9799999999999999,0.36999999999999983,0.1409999999999999,6.38905609893065,2.4,0.39,0.0619999999999999
