Decanoic acid,Decanoate,Decylamine,Decyltrimethyl ammonium bromid,Decyl sodium sulfate,Decanol,Glycerol monodecanoate
2.3250000000000006,2.275,1.85,1.7182818284590453,0.0489999999999999,0.0464999999999999,0.2599999999999999
