Decanoic acid,Decanoate,Decylamine,Perfluorooctanoic acid,Decyl sodium sulfate,Decanol,Glycerol monodecanoate
0.4399999999999999,0.505,0.49,6.38905609893065,0.079,0.33,0.8500000000000001
