Decanoic acid,Decanoate,Decylamine,Decyltrimethyl ammonium bromid,Decyl sodium sulfate,Decanol,Glycerol monodecanoate
0.4399999999999999,0.505,0.49,0.3956124250860895,0.079,0.33,0.8500000000000001
