x_center,y_center,box_length,score
461.0,389.0,26.0,0.7001014947891235
860.0,454.0,26.0,0.6803829073905945
823.0,920.0,34.0,0.6631426215171814
152.0,30.0,27.0,0.6550778150558472
184.0,710.0,25.0,0.6337355971336365
451.0,261.0,37.0,0.6177849769592285
391.0,173.0,24.0,0.6163923740386963
328.0,930.0,17.0,0.583297610282898
931.0,84.0,35.0,0.5721622109413147
646.0,106.0,82.0,0.5523413419723511
63.0,115.0,21.0,0.5312976241111755
190.0,535.0,23.0,0.5259820222854614
689.0,214.0,24.0,0.5247258543968201
585.0,283.0,64.0,0.521368145942688
