x_center,y_center,box_length,score
470.0,257.0,48.0,0.7804624438285828
942.0,364.0,58.0,0.7496567964553833
909.0,155.0,63.0,0.6963905096054077
728.0,489.0,26.0,0.6726115942001343
506.0,504.0,38.0,0.6499465703964233
507.0,270.0,26.0,0.6378650665283203
785.0,935.0,42.0,0.6330997943878174
425.0,976.0,23.0,0.6213874816894531
276.0,330.0,19.0,0.618151843547821
478.0,466.0,26.0,0.6161665320396423
61.0,155.0,57.0,0.5839226245880127
939.0,547.0,29.0,0.5658793449401855
718.0,641.0,48.0,0.5628218650817871
976.0,605.0,37.0,0.5537814497947693
832.0,915.0,25.0,0.5469781756401062
575.0,821.0,21.0,0.5466112494468689
644.0,372.0,21.0,0.5370026230812073
797.0,251.0,21.0,0.5302347540855408
209.0,795.0,32.0,0.5196505188941956
520.0,611.0,32.0,0.5118719935417175
153.0,289.0,29.0,0.509242832660675
206.0,251.0,21.0,0.5083228349685669
594.0,670.0,50.0,0.502387523651123
715.0,122.0,92.0,0.5004006624221802
