run,roc_auc,mean_auc,std_auc
0,0.7576499388004897,0.7277478580171358,0.03384869014935553
1,0.7236842105263158,0.7277478580171358,0.03384869014935553
2,0.6607711138310892,0.7277478580171358,0.03384869014935553
3,0.7255201958384333,0.7277478580171358,0.03384869014935553
4,0.7473378212974296,0.7277478580171358,0.03384869014935553
5,0.6818849449204407,0.7277478580171358,0.03384869014935553
6,0.7427172582619339,0.7277478580171358,0.03384869014935553
7,0.7069155446756425,0.7277478580171358,0.03384869014935553
8,0.7709914320685435,0.7277478580171358,0.03384869014935553
9,0.7600061199510404,0.7277478580171358,0.03384869014935553
