run,roc_auc,mean_auc,std_auc
0,0.8164014687882496,0.8168115055079559,0.02374006315275413
1,0.8152998776009792,0.8168115055079559,0.02374006315275413
2,0.7774173806609547,0.8168115055079559,0.02374006315275413
3,0.8347613219094248,0.8168115055079559,0.02374006315275413
4,0.7812729498164015,0.8168115055079559,0.02374006315275413
5,0.795593635250918,0.8168115055079559,0.02374006315275413
6,0.8468176254589964,0.8168115055079559,0.02374006315275413
7,0.8265605875152998,0.8168115055079559,0.02374006315275413
8,0.8261321909424724,0.8168115055079559,0.02374006315275413
9,0.8478580171358628,0.8168115055079559,0.02374006315275413
