run,roc_auc,mean_auc,std_auc
0,0.6976386708529566,0.7078329408686551,0.03579611433069246
1,0.735838566195709,0.7078329408686551,0.03579611433069246
2,0.6802394034536893,0.7078329408686551,0.03579611433069246
3,0.7531070120355834,0.7078329408686551,0.03579611433069246
4,0.6441326530612246,0.7078329408686551,0.03579611433069246
5,0.6855376766091053,0.7078329408686551,0.03579611433069246
6,0.7241627420198847,0.7078329408686551,0.03579611433069246
7,0.6951203558346416,0.7078329408686551,0.03579611433069246
8,0.6923403976975406,0.7078329408686551,0.03579611433069246
9,0.7702119309262165,0.7078329408686551,0.03579611433069246
