run,roc_auc,mean_auc,std_auc
0,0.8466603355492245,0.8429804637188546,0.02608280633294609
1,0.8458637163691224,0.8429804637188546,0.02608280633294609
2,0.8560267857142857,0.8429804637188546,0.02608280633294609
3,0.8087783553875237,0.8429804637188546,0.02608280633294609
4,0.7946268656716419,0.8429804637188546,0.02608280633294609
5,0.8712371567626029,0.8429804637188546,0.02608280633294609
6,0.8570514684501309,0.8429804637188546,0.02608280633294609
7,0.8832662811164195,0.8429804637188546,0.02608280633294609
8,0.8210963037465426,0.8429804637188546,0.02608280633294609
9,0.8451973684210525,0.8429804637188546,0.02608280633294609
