run,roc_auc,mean_auc,std_auc
0,0.8517252295030073,0.8666729690044104,0.029984508900874084
1,0.8517726929846617,0.8666729690044104,0.029984508900874084
2,0.8637152777777778,0.8666729690044104,0.029984508900874084
3,0.8651346880907373,0.8666729690044104,0.029984508900874084
4,0.8141293532338307,0.8666729690044104,0.029984508900874084
5,0.8675118668509284,0.8666729690044104,0.029984508900874084
6,0.9232334981099156,0.8666729690044104,0.029984508900874084
7,0.9105481518732713,0.8666729690044104,0.029984508900874084
8,0.8429720895147096,0.8666729690044104,0.029984508900874084
9,0.8759868421052631,0.8666729690044104,0.029984508900874084
