run,roc_auc,mean_auc,std_auc
0,0.8127192982456141,0.8161842105263158,0.04148735655688582
1,0.8127192982456141,0.8161842105263158,0.04148735655688582
2,0.7771929824561403,0.8161842105263158,0.04148735655688582
3,0.8258771929824562,0.8161842105263158,0.04148735655688582
4,0.8162280701754385,0.8161842105263158,0.04148735655688582
5,0.8491228070175438,0.8161842105263158,0.04148735655688582
6,0.8144736842105263,0.8161842105263158,0.04148735655688582
7,0.862280701754386,0.8161842105263158,0.04148735655688582
8,0.8714912280701754,0.8161842105263158,0.04148735655688582
9,0.7197368421052632,0.8161842105263158,0.04148735655688582
