run,roc_auc,mean_auc,std_auc
0,0.900438596491228,0.8792105263157894,0.04078673825953293
1,0.875877192982456,0.8792105263157894,0.04078673825953293
2,0.8298245614035088,0.8792105263157894,0.04078673825953293
3,0.8627192982456142,0.8792105263157894,0.04078673825953293
4,0.9105263157894739,0.8792105263157894,0.04078673825953293
5,0.9456140350877194,0.8792105263157894,0.04078673825953293
6,0.9057017543859649,0.8792105263157894,0.04078673825953293
7,0.867982456140351,0.8792105263157894,0.04078673825953293
8,0.8973684210526317,0.8792105263157894,0.04078673825953293
9,0.7960526315789473,0.8792105263157894,0.04078673825953293
