decanoic acid_SMILES,decanoic acid_Concentration,decanoate_SMILES,decanoate_Concentration,decylamine_SMILES,decylamine_Concentration,decyl trimethylamine_SMILES,decyl trimethylamine_Concentration,decylsulfate_SMILES,decylsulfate_Concentration,decanol_SMILES,decanol_Concentration,monocaprin_SMILES,monocaprin_Concentration,num_vesicles
CCCCCCCCCC(=O)O,1.791759469228055,CCCCCCCCCC(=O)[O-],0.6471032420585385,CCCCCCCCCCN,0.058268908123975685,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.7537718023763802,CCCCCCCCCCO,0.10660973505825815,CCCCCCCCCC(=O)OCC(CO)O,0.3364722366212129,0
CCCCCCCCCC(=O)O,1.5314763709643886,CCCCCCCCCC(=O)[O-],0.31845373111853453,CCCCCCCCCCN,0.4510756193602167,CCCCCCCCCC[N+](C)(C)C.[Br-],0.521765563804325,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.6523251860396903,CCCCCCCCCCO,0.0,CCCCCCCCCC(=O)OCC(CO)O,0.2468600779315258,1
CCCCCCCCCC(=O)O,0.3611648492115844,CCCCCCCCCC(=O)[O-],0.688134638736401,CCCCCCCCCCN,0.023716526617315943,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],1.3480731482996928,CCCCCCCCCCO,0.3869616365436047,CCCCCCCCCC(=O)OCC(CO)O,0.4317824164255377,0
CCCCCCCCCC(=O)O,1.3862943611198906,CCCCCCCCCC(=O)[O-],0.2963940130538024,CCCCCCCCCCN,0.9555114450274363,CCCCCCCCCC[N+](C)(C)C.[Br-],1.3015531326648,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.3954147722546629,CCCCCCCCCCO,0.5681506903852601,CCCCCCCCCC(=O)OCC(CO)O,0.1864795669426183,0
CCCCCCCCCC(=O)O,0.6205764877251099,CCCCCCCCCC(=O)[O-],0.4478858239921165,CCCCCCCCCCN,0.6043159668533296,CCCCCCCCCC[N+](C)(C)C.[Br-],0.7884573603642702,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.6232610530957788,CCCCCCCCCCO,0.37156355643248296,CCCCCCCCCC(=O)OCC(CO)O,0.1380212978973746,1
CCCCCCCCCC(=O)O,0.7997569156182036,CCCCCCCCCC(=O)[O-],0.3750059006234558,CCCCCCCCCCN,0.178146185383474,CCCCCCCCCC[N+](C)(C)C.[Br-],0.6286086594223741,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.9360933591703348,CCCCCCCCCCO,0.7712649598238974,CCCCCCCCCC(=O)OCC(CO)O,0.31481073984003344,2
CCCCCCCCCC(=O)O,0.7178397931503169,CCCCCCCCCC(=O)[O-],0.21913552991667087,CCCCCCCCCCN,0.3506568716131693,CCCCCCCCCC[N+](C)(C)C.[Br-],0.9745596399981308,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.6097655716208943,CCCCCCCCCCO,0.5723909794241455,CCCCCCCCCC(=O)OCC(CO)O,0.2507587183471831,0
CCCCCCCCCC(=O)O,0.5247285289349821,CCCCCCCCCC(=O)[O-],0.1578580846155803,CCCCCCCCCCN,0.4700036292457355,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],1.01160091167848,CCCCCCCCCCO,0.9162907318741552,CCCCCCCCCC(=O)OCC(CO)O,0.3257001396393017,0
CCCCCCCCCC(=O)O,0.965080896043587,CCCCCCCCCC(=O)[O-],0.0,CCCCCCCCCCN,1.259880436264232,CCCCCCCCCC[N+](C)(C)C.[Br-],0.11778303565638337,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.4762341789963716,CCCCCCCCCCO,0.661398482245365,CCCCCCCCCC(=O)OCC(CO)O,0.23901690047049984,0
CCCCCCCCCC(=O)O,0.022739486969489332,CCCCCCCCCC(=O)[O-],0.6339278208999741,CCCCCCCCCCN,0.0,CCCCCCCCCC[N+](C)(C)C.[Br-],0.0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],1.653454797850875,CCCCCCCCCCO,0.7359671777428735,CCCCCCCCCC(=O)OCC(CO)O,0.4510756193602167,0
