run,roc_auc,mean_auc,std_auc
0,0.8368421052631579,0.8319298245614035,0.04128952120579156
1,0.8311403508771931,0.8319298245614035,0.04128952120579156
2,0.8052631578947369,0.8319298245614035,0.04128952120579156
3,0.8206140350877194,0.8319298245614035,0.04128952120579156
4,0.8513157894736841,0.8319298245614035,0.04128952120579156
5,0.8258771929824561,0.8319298245614035,0.04128952120579156
6,0.9267543859649124,0.8319298245614035,0.04128952120579156
7,0.8530701754385964,0.8319298245614035,0.04128952120579156
8,0.7543859649122807,0.8319298245614035,0.04128952120579156
9,0.8140350877192982,0.8319298245614035,0.04128952120579156
