0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,miscibility
-0.03343997,-0.1499365,0.20394167,0.08267968,-0.25789422,0.15141451,-0.02832509,0.056704447,0.12435582,-0.2336669,0.08252333,0.3354723,0.024865184,-0.00043504313,0.20001975,0.23251541,0.2648822,-0.21451834,0.11518453,-0.016510036,0.21085595,-0.15822832,-0.17867653,0.16869858,-0.23249996,-0.1877307,-0.13719265,0.23925596,0.1707317,-0.12650031,0.28133115,-0.060375042,1
-0.022998072,-0.10827458,0.33847585,0.13359366,-0.33674973,0.2941438,-0.097542256,0.1280643,0.24570958,-0.29255372,0.12737466,0.4390919,-0.018277083,0.059728038,0.22537732,0.2713395,0.3252414,-0.34895736,0.1683832,-0.08797855,0.2539711,-0.16552408,-0.17745972,0.2368656,-0.33554208,-0.20403233,-0.21414934,0.29203415,0.15792677,-0.211853,0.37457943,-0.13908285,1
0.0053546596,-0.08013985,0.33411098,0.090265244,-0.41179347,0.36588573,-0.11943712,0.16534829,0.22605579,-0.31479004,0.18778929,0.5000943,-0.11681695,0.11102246,0.19774324,0.25321847,0.3727935,-0.43176538,0.12506925,-0.2110439,0.27865943,-0.12525164,-0.19763923,0.21196976,-0.4081885,-0.18239883,-0.18387839,0.2557709,0.18833904,-0.20800345,0.47119623,-0.2560878,1
-0.0401761,-0.12405457,0.39745778,0.14933428,-0.3757256,0.33123195,-0.12551785,0.1585744,0.26616758,-0.32441455,0.13996428,0.49546233,-0.0050530415,0.07536293,0.24675894,0.32829064,0.36557397,-0.39633438,0.20257984,-0.08432951,0.28688204,-0.20074086,-0.20437816,0.28458846,-0.36439073,-0.26414755,-0.2539096,0.34190178,0.15701112,-0.2305696,0.40721238,-0.13512042,1
-0.038126104,-0.12478134,0.39453405,0.14549878,-0.3721394,0.32788044,-0.12434355,0.15889266,0.26193932,-0.32304323,0.1387416,0.48850852,-0.0012394805,0.076234445,0.24432671,0.32486978,0.36466044,-0.3943827,0.20365128,-0.07900878,0.28703418,-0.20346345,-0.20244543,0.2823815,-0.35949832,-0.26484188,-0.25183177,0.33842102,0.15698217,-0.22908376,0.40244657,-0.1322151,1
-0.036048915,-0.13086869,0.38232103,0.15414241,-0.3604392,0.31943312,-0.11049502,0.13088843,0.28096667,-0.32994992,0.14310852,0.4864239,0.000760369,0.06491349,0.23020904,0.3288079,0.36335194,-0.38034683,0.18968403,-0.07055759,0.27254647,-0.19483924,-0.21471298,0.27359915,-0.34225577,-0.25746283,-0.24981683,0.3544395,0.16829176,-0.22754544,0.4000888,-0.11491026,1
-0.03223785,-0.06557909,0.25221413,0.10838859,-0.26585463,0.21732931,-0.08774127,0.096115395,0.18238834,-0.25537756,0.11652304,0.35033843,-0.010836494,0.05057565,0.19159612,0.20902698,0.2809002,-0.2850223,0.10658085,-0.07945143,0.20077941,-0.13704966,-0.16542125,0.17217226,-0.23850101,-0.19776559,-0.15311567,0.26168093,0.13309582,-0.15036783,0.2889124,-0.108628765,1
0.089193635,-0.18865123,0.47322917,0.31931907,-0.48850325,0.45053765,0.050983988,0.10294964,0.51298165,-0.46472156,0.19706225,0.7158094,0.009902454,0.10539535,0.27264416,0.49278444,0.4956463,-0.4540342,0.16873401,-0.093605176,0.37934905,-0.20795579,-0.40268856,0.36378294,-0.5271266,-0.372267,-0.36141747,0.579415,0.35422426,-0.41405338,0.60197645,-0.10621926,1
-0.021005716,-0.162346,0.39813283,0.17593932,-0.4298388,0.3586172,0.013516292,0.09546766,0.4195283,-0.46564734,0.18378216,0.6568843,0.013058083,0.119237855,0.29641935,0.45424458,0.52422935,-0.48385,0.17860292,-0.061501037,0.31115907,-0.17187673,-0.34623188,0.32258454,-0.483921,-0.2714104,-0.26424688,0.49086112,0.32204303,-0.31311306,0.5510724,-0.16786496,1
-0.029474616,-0.12371597,0.39263842,0.1383337,-0.38904613,0.3470968,-0.124520585,0.1710407,0.26380178,-0.3323614,0.16056094,0.5181193,-0.025664765,0.08756936,0.25688252,0.33364588,0.38295826,-0.4253077,0.19334683,-0.10660499,0.300736,-0.18739036,-0.21233283,0.27721143,-0.39017767,-0.25601542,-0.24070281,0.3292974,0.17012244,-0.23339516,0.43666464,-0.162491,1
-0.038229108,-0.06226541,0.29636052,0.11930142,-0.31342447,0.2874938,-0.09674434,0.09102952,0.21160908,-0.27170917,0.13398719,0.4121434,-0.06883483,0.079273134,0.21655172,0.21586855,0.28161168,-0.31850892,0.11909898,-0.14016,0.19138625,-0.10380621,-0.17125195,0.17068566,-0.30786687,-0.13374972,-0.16234842,0.2521692,0.12934232,-0.16011834,0.3554796,-0.17210044,1
-0.034986053,-0.12793301,0.39244956,0.14808273,-0.36564144,0.32221407,-0.119677715,0.15294258,0.2655484,-0.32851267,0.13658184,0.48321402,0.011834445,0.07403794,0.24131158,0.32660925,0.36925733,-0.39259148,0.20624775,-0.06604064,0.28473547,-0.20790718,-0.2090535,0.28043112,-0.3518066,-0.2676645,-0.25482073,0.34834126,0.16217902,-0.229801,0.39514118,-0.12158094,1
0.005149955,-0.05836162,0.2735312,0.071224265,-0.33564544,0.28913876,-0.118684754,0.18363503,0.16413575,-0.27977243,0.21708068,0.4082541,-0.14398152,0.042870224,0.18470286,0.20048799,0.3219619,-0.40287107,0.043621212,-0.27029172,0.28164127,-0.10604228,-0.14934522,0.1630096,-0.34130168,-0.14790335,-0.15332228,0.18572064,0.24095199,-0.19291994,0.45621508,-0.28598827,0
-0.072222225,-0.1327242,0.26492655,0.068190165,-0.24651986,0.24535254,-0.09809393,0.05721815,0.26529065,-0.29900873,0.14449018,0.4240538,-0.022417502,0.025801506,0.19245961,0.26584613,0.322555,-0.292337,0.052760806,-0.083208635,0.21762982,-0.096366584,-0.19917278,0.2501912,-0.25940803,-0.21221521,-0.132849,0.3065408,0.18139865,-0.1964834,0.36186337,-0.071019106,1
-0.034733746,-0.119833045,0.3632932,0.13554032,-0.34975454,0.30602476,-0.11567603,0.14308897,0.24231836,-0.3072925,0.13865766,0.46313116,0.0014052913,0.07077576,0.23077103,0.30083087,0.34482968,-0.3724432,0.18693636,-0.078025684,0.2667702,-0.18673803,-0.19822687,0.2562515,-0.3363948,-0.23351057,-0.22426994,0.3130678,0.15192522,-0.21070294,0.38301173,-0.12641837,1
-0.030441746,-0.13039008,0.39142382,0.1502574,-0.3704145,0.32678068,-0.11678362,0.14995605,0.27222934,-0.3324129,0.14046974,0.4906556,0.008561696,0.07416649,0.2447428,0.32848504,0.37632704,-0.3968817,0.20378968,-0.066740654,0.2860275,-0.20834306,-0.21551664,0.28091678,-0.3538431,-0.27187493,-0.25626352,0.35525325,0.16731267,-0.23713124,0.40134007,-0.12323218,1
-0.009832231,-0.10171944,0.35506716,0.14231566,-0.34409946,0.30567297,-0.10442329,0.13336782,0.24924347,-0.3036702,0.1322698,0.4415283,-0.0012648758,0.076259725,0.22015937,0.27805924,0.3363156,-0.36782753,0.18150437,-0.0742771,0.24945076,-0.17877626,-0.1925544,0.24940838,-0.3243414,-0.24194737,-0.22438133,0.31307882,0.15276292,-0.22015655,0.36697194,-0.126013,1
0.04881432,-0.11619802,0.35448998,0.163573,-0.43580407,0.34538278,-0.04388824,0.13001412,0.22050604,-0.36941862,0.17261127,0.5188269,-0.024319787,0.083409026,0.24186221,0.2897538,0.41480196,-0.42427418,0.16828187,-0.11442135,0.29456314,-0.18442875,-0.27641112,0.23268825,-0.40227073,-0.30344653,-0.21016443,0.3467546,0.25448614,-0.23436083,0.44219354,-0.18115485,1
