run,roc_auc,mean_auc,std_auc
0,0.8807017543859649,0.889037932636524,0.04278765414462799
1,0.8536796536796537,0.889037932636524,0.04278765414462799
2,0.8517543859649123,0.889037932636524,0.04278765414462799
3,0.9646511627906976,0.889037932636524,0.04278765414462799
4,0.93025283347864,0.889037932636524,0.04278765414462799
5,0.8633217993079585,0.889037932636524,0.04278765414462799
6,0.9192982456140352,0.889037932636524,0.04278765414462799
7,0.8476190476190476,0.889037932636524,0.04278765414462799
8,0.8401084010840109,0.889037932636524,0.04278765414462799
9,0.9389920424403182,0.889037932636524,0.04278765414462799
