smi1,conc1,smi2,conc2,smi3,conc3,smi4,conc4,smi5,conc5,smi6,conc6,smi7,conc7,vesicles_formation
CCCCCCCCCC(=O)O,0.10509414683987128,CCCCCCCCCC(=O)[O-],0.2773317763829936,CCCCCCCCCCN,0.09779594219821355,CCCCCCCCCC[N+](C)(C)C.[Br-],0.17953583418478009,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.2466793168880312,CCCCCCCCCCO,0.05035761202743831,CCCCCCCCCC(=O)OCC(CO)O,0.04320537147861374,26
CCCCCCCCCC(=O)O,0.12026786934535356,CCCCCCCCCC(=O)[O-],0.23370233702335744,CCCCCCCCCCN,0.1708350416837409,CCCCCCCCCC[N+](C)(C)C.[Br-],0.2542025420254063,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.1626349596829213,CCCCCCCCCCO,0.036490364903647036,CCCCCCCCCC(=O)OCC(CO)O,0.021866885335518824,26
CCCCCCCCCC(=O)O,0.13902857480918904,CCCCCCCCCC(=O)[O-],0.3017215878837719,CCCCCCCCCCN,0.0757262024492604,CCCCCCCCCC[N+](C)(C)C.[Br-],0.15381884872506021,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.23960243743711304,CCCCCCCCCCO,0.010826480506417675,CCCCCCCCCC(=O)OCC(CO)O,0.0792758681890695,16
CCCCCCCCCC(=O)O,0.009944947611435983,CCCCCCCCCC(=O)[O-],0.24684780678385748,CCCCCCCCCCN,0.10477712662048624,CCCCCCCCCC[N+](C)(C)C.[Br-],0.2947966613389952,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.23974427277568885,CCCCCCCCCCO,0.07405434203515722,CCCCCCCCCC(=O)OCC(CO)O,0.029834842834307936,32
CCCCCCCCCC(=O)O,0.16748366013070987,CCCCCCCCCC(=O)[O-],0.25054466230935457,CCCCCCCCCCN,0.22467320261436693,CCCCCCCCCC[N+](C)(C)C.[Br-],0.11710239651415483,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.13480392156862017,CCCCCCCCCCO,0.08006535947711986,CCCCCCCCCC(=O)OCC(CO)O,0.025326797385619534,38
CCCCCCCCCC(=O)O,0.15826330532212,CCCCCCCCCC(=O)[O-],0.16806722689074688,CCCCCCCCCCN,0.18347338935573204,CCCCCCCCCC[N+](C)(C)C.[Br-],0.21568627450979175,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.2142857142857023,CCCCCCCCCCO,0.044537815126047924,CCCCCCCCCC(=O)OCC(CO)O,0.015686274509803044,30
CCCCCCCCCC(=O)O,0.42512077294680517,CCCCCCCCCC(=O)[O-],0.10305958132043762,CCCCCCCCCCN,0.28019323671493973,CCCCCCCCCC[N+](C)(C)C.[Br-],0.02576489533010939,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.07149758454105361,CCCCCCCCCCO,0.055072463768108836,CCCCCCCCCC(=O)OCC(CO)O,0.03929146537841682,14
CCCCCCCCCC(=O)O,0.29613259668505676,CCCCCCCCCC(=O)[O-],0.1657458563535765,CCCCCCCCCCN,0.024751381215467428,CCCCCCCCCC[N+](C)(C)C.[Br-],0.08088397790054534,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.35138121546958223,CCCCCCCCCCO,0.04441988950275849,CCCCCCCCCC(=O)OCC(CO)O,0.03668508287292493,18
CCCCCCCCCC(=O)O,0.1079258010117971,CCCCCCCCCC(=O)[O-],0.20573355817873823,CCCCCCCCCCN,0.3102866779089166,CCCCCCCCCC[N+](C)(C)C.[Br-],0.2462057335581621,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.03440134907251032,CCCCCCCCCCO,0.07082630691399185,CCCCCCCCCC(=O)OCC(CO)O,0.024620573355816206,6
CCCCCCCCCC(=O)O,0.3395282344531566,CCCCCCCCCC(=O)[O-],0.04074338813437879,CCCCCCCCCCN,0.15725518227304097,CCCCCCCCCC[N+](C)(C)C.[Br-],0.04074338813437879,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.3538241601143421,CCCCCCCCCCO,0.019299499642600474,CCCCCCCCCC(=O)OCC(CO)O,0.048606147248030855,22
CCCCCCCCCC(=O)O,0.188231572287239,CCCCCCCCCC(=O)[O-],0.07908889591900797,CCCCCCCCCCN,0.1803226826953382,CCCCCCCCCC[N+](C)(C)C.[Br-],0.17874090477695803,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.30053780449223033,CCCCCCCCCCO,0.04080987029420811,CCCCCCCCCC(=O)OCC(CO)O,0.032268269534955256,41
CCCCCCCCCC(=O)O,0.14606085119768583,CCCCCCCCCC(=O)[O-],0.2426857219900011,CCCCCCCCCCN,0.13033122106870426,CCCCCCCCCC[N+](C)(C)C.[Br-],0.06561502853803733,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.3595344029481498,CCCCCCCCCCO,0.022515841984627867,CCCCCCCCCC(=O)OCC(CO)O,0.033256932272703835,14
