0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,vesicles_formation
0.06266246,-0.08497392,0.09950159,0.09629005,-0.097082935,0.085140616,0.00653985,0.029641,0.09031499,-0.10534799,0.0111403745,0.12677622,0.07876482,0.016851094,0.10424251,0.09831322,0.10066337,-0.09808815,0.08309664,0.07322836,0.078175336,-0.08198137,-0.10107782,0.089443505,-0.07503231,-0.09173371,-0.08621798,0.10736677,0.08976024,-0.08405746,0.11091414,0.0013653397,1
0.061959445,-0.080968454,0.10400428,0.09874941,-0.09575189,0.085639015,0.008246715,0.027468314,0.09463564,-0.104475535,0.010812333,0.12498673,0.077619016,0.020291995,0.10045773,0.095847316,0.098671585,-0.09740288,0.08495544,0.07303107,0.07460831,-0.07972002,-0.09998645,0.08821384,-0.074217826,-0.08574038,-0.089381695,0.1063808,0.086130194,-0.085125595,0.11087264,0.00039777168,1
0.06145514,-0.08747819,0.0989822,0.09429001,-0.096808285,0.08437034,0.00757345,0.032303363,0.08704361,-0.10492494,0.010564569,0.12602255,0.08046848,0.015587948,0.10509952,0.09854925,0.101416916,-0.097749986,0.084426135,0.07488503,0.08055901,-0.08436635,-0.10195842,0.088711545,-0.0738561,-0.092966914,-0.08557127,0.10713353,0.0905337,-0.08249684,0.1111499,0.0021165689,1
0.06552894,-0.07366512,0.10252284,0.09725265,-0.08948779,0.0845376,0.0071473205,0.021129845,0.1017466,-0.09603455,0.009469634,0.11707462,0.074456215,0.024404943,0.089924276,0.09298367,0.08774245,-0.091852576,0.08242789,0.07207881,0.065734975,-0.07106178,-0.0895864,0.0875888,-0.070004426,-0.07427479,-0.08956897,0.097618744,0.07806859,-0.08511364,0.10404979,0.0028408149,1
0.068449944,-0.07630336,0.09110206,0.08343386,-0.085025445,0.0786302,0.0064959796,0.025952151,0.08608126,-0.093555756,0.010064491,0.109075196,0.078648694,0.024540719,0.091259904,0.08636303,0.09059118,-0.09091527,0.07951432,0.07545611,0.067740306,-0.07453263,-0.09002658,0.08346267,-0.06372777,-0.077944055,-0.079884194,0.0921551,0.07975915,-0.081036516,0.09751651,0.0022225324,1
0.06336551,-0.0858432,0.09585909,0.090774775,-0.09383487,0.0825275,0.0072922213,0.032115463,0.08620441,-0.09942997,0.009562938,0.12072981,0.07980818,0.016568499,0.100469,0.09661326,0.09634904,-0.09412823,0.0832764,0.07500888,0.078997634,-0.08236675,-0.09653683,0.08785339,-0.07059942,-0.0897997,-0.08401749,0.101759925,0.087334774,-0.08116084,0.10700511,0.0036640011,1
0.06766637,-0.07709786,0.09427537,0.08588928,-0.08789963,0.079298496,0.007871676,0.028082864,0.0863882,-0.09508642,0.010414827,0.11142004,0.0786751,0.02583461,0.09209248,0.08668142,0.092869006,-0.091692604,0.0814985,0.07486319,0.07098391,-0.077264704,-0.09174252,0.084080085,-0.0660373,-0.07919533,-0.082850285,0.09507466,0.080165684,-0.08313383,0.10051136,0.0011581939,1
0.0613767,-0.085126646,0.10246407,0.09769964,-0.09735132,0.08536828,0.008347382,0.031092118,0.09185087,-0.10328004,0.010060688,0.12598908,0.07860146,0.017378038,0.10193729,0.098729804,0.09859092,-0.09639118,0.08555371,0.07356814,0.07951735,-0.08282072,-0.0995096,0.089341655,-0.07463934,-0.089688115,-0.0890384,0.1067579,0.08786331,-0.08402322,0.111812636,0.0022501452,1
0.06513257,-0.071277425,0.10501778,0.10550732,-0.093737,0.08889657,0.0035888278,0.01466367,0.10796908,-0.106272705,0.012275786,0.1268423,0.07166386,0.022218205,0.09775164,0.09578913,0.094288245,-0.09901837,0.079258256,0.068256676,0.06146308,-0.06784496,-0.0970572,0.0900009,-0.076263815,-0.07956655,-0.08951983,0.10557991,0.0835841,-0.08777198,0.1083346,-0.0012731949,1
0.061139848,-0.08434984,0.10463767,0.10295407,-0.0983134,0.08828219,0.006456779,0.026550252,0.09959721,-0.10497949,0.010144171,0.13034989,0.076742835,0.015560451,0.10253742,0.10347564,0.09687161,-0.09741431,0.08427434,0.07205477,0.076628976,-0.07914004,-0.09896845,0.092170544,-0.077653624,-0.08878377,-0.09099619,0.10887999,0.08835746,-0.08530886,0.11351346,0.0035929466,1
0.069982365,-0.07345488,0.08991745,0.0839575,-0.08436804,0.07914831,0.0045028636,0.02180035,0.087645344,-0.09677839,0.011662168,0.11024995,0.07779666,0.025731709,0.09278221,0.08493043,0.092658915,-0.09345893,0.07674233,0.07435492,0.06332429,-0.071508504,-0.0919431,0.08341798,-0.06467841,-0.07757285,-0.07805139,0.093235284,0.08065923,-0.082274035,0.09670634,0.00021953159,1
0.0633833,-0.08599356,0.09747613,0.090596184,-0.096639976,0.08166405,0.009124626,0.035866436,0.08195188,-0.10176502,0.010737661,0.12140105,0.08049299,0.01969908,0.10206179,0.09317022,0.101360545,-0.09565683,0.08505221,0.07452119,0.082963936,-0.08678885,-0.09994568,0.086762294,-0.071963586,-0.09232829,-0.085272916,0.10449057,0.08816486,-0.083395325,0.10913806,0.0003718154,1
0.06754723,-0.07456255,0.098280534,0.092916176,-0.089408845,0.08259678,0.006438071,0.02300485,0.09603446,-0.09646269,0.010530967,0.11572455,0.07567873,0.025471963,0.09135167,0.09056351,0.09048065,-0.092414126,0.08073331,0.07235309,0.0674888,-0.07298854,-0.090536594,0.08688639,-0.069518864,-0.07697374,-0.08643792,0.09726253,0.0794129,-0.085448526,0.102574065,0.0017149404,1
0.06516978,-0.07921134,0.09810617,0.09272721,-0.09101252,0.083121255,0.006726205,0.025714943,0.09285388,-0.099327914,0.010373218,0.11882734,0.07776954,0.021531027,0.096137464,0.09349792,0.093949445,-0.09427375,0.08188688,0.0738872,0.07113705,-0.07639326,-0.09454799,0.08724019,-0.070318684,-0.081911735,-0.08549579,0.100166775,0.083285555,-0.08367681,0.105046324,0.0023187525,1
0.06430699,-0.08331611,0.09714114,0.09238045,-0.09343398,0.08294221,0.007156741,0.030139105,0.08980515,-0.09800106,0.009500286,0.12002545,0.07829631,0.018472169,0.097701445,0.096162505,0.093942225,-0.09310547,0.08296564,0.07390583,0.076939315,-0.080138385,-0.09412781,0.08829684,-0.07090933,-0.086710095,-0.08563744,0.10076389,0.08507562,-0.08252725,0.106420375,0.0037237674,1
0.061972298,-0.080903545,0.10326133,0.09902612,-0.096305184,0.085724294,0.0077652237,0.027631676,0.09397428,-0.104643226,0.010814937,0.12529518,0.076981306,0.019208834,0.101297416,0.09581178,0.09879596,-0.09755147,0.08444289,0.0723103,0.07481534,-0.07972665,-0.10018302,0.08818331,-0.0741836,-0.0875266,-0.088581786,0.10635932,0.08688842,-0.08446154,0.11070041,-7.680681e-05,1
0.06824547,-0.07266165,0.09521352,0.088648535,-0.084637225,0.08095025,0.0060021724,0.020874416,0.09465377,-0.09392729,0.00998468,0.11072001,0.0763164,0.02576146,0.08885421,0.08788792,0.08770806,-0.09104708,0.07939698,0.07401459,0.06287041,-0.06993945,-0.088462636,0.08471016,-0.06527425,-0.07309307,-0.083141685,0.09266225,0.077484466,-0.08279201,0.0982805,0.0025044067,1
0.06748072,-0.08321573,0.087865025,0.07964668,-0.08968652,0.076735705,0.007705288,0.03531018,0.07409722,-0.09577546,0.010568596,0.11103239,0.08146513,0.02171317,0.09772435,0.08607738,0.09770063,-0.092327826,0.08105345,0.0761744,0.078568295,-0.08398353,-0.095029786,0.08295902,-0.064660124,-0.089142665,-0.077457994,0.09548199,0.08529014,-0.07985952,0.10015335,0.0006270434,0
0.06717305,-0.07404331,0.09623553,0.08874219,-0.08503411,0.08127463,0.0064969035,0.021295322,0.0938506,-0.096516185,0.01043378,0.112370245,0.07776152,0.025599046,0.09100612,0.08839109,0.09053755,-0.09280917,0.08021092,0.07513592,0.06351759,-0.071276926,-0.091446854,0.08457623,-0.06603635,-0.07378773,-0.083326355,0.0948343,0.07892422,-0.08306,0.09986053,0.002131334,1
0.065992326,-0.07806569,0.09465555,0.091334626,-0.09066095,0.08271369,0.0048459056,0.024351548,0.08996574,-0.10151635,0.011315734,0.11884796,0.07713358,0.020003267,0.09908316,0.0915772,0.096149005,-0.09615186,0.07926545,0.07292464,0.0690371,-0.07529479,-0.09672299,0.08621318,-0.06955005,-0.085338525,-0.081419244,0.10005839,0.08562286,-0.08214224,0.10341842,0.00020245113,1
0.06800478,-0.071572125,0.09663995,0.09186442,-0.08558673,0.08280019,0.00466414,0.017487247,0.09810732,-0.0981081,0.011099627,0.114499964,0.07560482,0.025336487,0.09150944,0.089260675,0.09006262,-0.09398095,0.078227654,0.07306657,0.060229614,-0.068030596,-0.09138274,0.08570716,-0.06769012,-0.073681936,-0.08342229,0.095781855,0.07923388,-0.084081165,0.09994136,0.0013167027,1
0.06215211,-0.08765044,0.09749836,0.092147395,-0.09660697,0.0832972,0.0077174488,0.03347778,0.084076956,-0.10503319,0.010997967,0.12491383,0.08117004,0.016548967,0.10545019,0.096754335,0.10281017,-0.09794151,0.08413348,0.0752138,0.081367336,-0.085518114,-0.10257149,0.08794003,-0.07328106,-0.09373617,-0.08436352,0.10682432,0.0908137,-0.08259299,0.110473044,0.0013238969,1
0.06623449,-0.082455695,0.09168836,0.08412876,-0.08848917,0.07935033,0.0072370414,0.030624999,0.08312962,-0.09557754,0.009711302,0.11330194,0.0806812,0.02076518,0.09572104,0.090829015,0.09381438,-0.09196511,0.08146671,0.076537274,0.07461411,-0.07975966,-0.09309085,0.08507795,-0.06601588,-0.08397857,-0.080725305,0.095966354,0.08359008,-0.0805212,0.101364344,0.0035672928,1
0.06662574,-0.07675421,0.0957399,0.08980905,-0.08866608,0.081572026,0.0064371615,0.024836391,0.090920515,-0.09760889,0.010517785,0.11505553,0.077445254,0.023213174,0.09418047,0.08986453,0.09281476,-0.093383126,0.08063174,0.073890306,0.068569645,-0.0748259,-0.093069926,0.08549781,-0.06781474,-0.080032215,-0.08328714,0.097118184,0.081723385,-0.08287931,0.10194438,0.0014188134,1
0.062473487,-0.08829752,0.095464915,0.08757385,-0.09715246,0.07999463,0.010283888,0.040598586,0.07541562,-0.10030418,0.0100183245,0.11933576,0.08145469,0.017900864,0.103197604,0.09152723,0.10226355,-0.09465518,0.08625821,0.075221844,0.08698654,-0.090496466,-0.10052938,0.08511659,-0.0697918,-0.096248694,-0.08335999,0.10321509,0.0893194,-0.08073441,0.10852709,-7.4729265e-05,1
