run,RMSE,R2
1,0.8383392312316141,0.5073882281415918
2,0.8497856707576299,0.4227335472272711
3,0.8495169178585521,0.39857432248455393
4,0.9104905710967953,0.3638793442966245
5,0.8268929277333978,0.5034644919069782
6,0.8889061241085534,0.39895862283010586
7,0.9024412390733374,0.33511653236095107
8,0.7527525738852048,0.5013519946113573
9,0.8899995139487085,0.3752771800929624
10,0.8501508656879385,0.36942020165784795
