run,RMSE,R2
1,0.693852143818659,0.6625580479154352
2,0.6136097680952748,0.6990169481452004
3,0.6773078511903051,0.6176948735944161
4,0.7553766398477355,0.5621597402894066
5,0.6560545071430671,0.6874412919969519
6,0.7273210987910201,0.5976120685823081
7,0.6649819603565769,0.6389832137275231
8,0.6349806069477358,0.6451780232118194
9,0.6651186627744377,0.6510958788308978
10,0.6765894752564133,0.6006087682463122
