run,RMSE,R2
1,0.5244170980591648,0.8072391238040265
2,0.4942673486967797,0.8047093926031911
3,0.514542994576458,0.779361527947109
4,0.6128772368271777,0.7117723935419011
5,0.5067619779302641,0.813508174042582
6,0.5470573964645272,0.7723548705182275
7,0.5222792145936755,0.777303622448785
8,0.4735020951920626,0.802697132125331
9,0.5224346239642446,0.7847358370462354
10,0.5390740134168315,0.7464609585764244
