run,RMSE,R2
1,0.5949050913194422,0.7519378078673773
2,0.544509017945874,0.7629894566679181
3,0.579340795422621,0.7202912036357018
4,0.6658531880145708,0.6597911871699634
5,0.6079392084828461,0.7316064569328148
6,0.6210695484263845,0.7065912600832143
7,0.5683235808774126,0.7363067454744912
8,0.5456702731180838,0.7379705061522854
9,0.6263270670693352,0.6906072077265324
10,0.6090002479956347,0.6764190173821477
